,医生有无简介,总文章数,log(IST),患者满意度,欢迎词字数,字数平方,city_一线城市,city_二线城市,profession_1,profession_2,profession_3,profession_4,profession_5
111,0.2687224669603524,-2.682819383259912,-0.03205898506163037,-7.969111372909577,74.04625550660793,5685.953744493392,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
113,-0.7312775330396476,-2.682819383259912,-0.006288145135373839,-8.90299323831043,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
116,0.2687224669603524,-1.682819383259912,0.009796273056354964,-7.969111372909577,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
121,0.2687224669603524,-2.682819383259912,-0.027391327715009156,-8.669522771960215,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
127,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-8.229944304926493,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
129,-0.7312775330396476,-2.682819383259912,0.030285418962615406,-9.864237569377986,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
130,0.2687224669603524,4.317180616740088,0.02916284987739718,92.69223260386116,185.04625550660793,41982.953744493396,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
131,0.2687224669603524,37.31718061674009,-0.02311469164821439,-2.6361557019509374,221.04625550660793,59046.953744493396,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
132,0.2687224669603524,-2.682819383259912,-0.052063720399795774,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
133,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
138,0.2687224669603524,-2.682819383259912,-0.04022418177757944,-8.90299323831043,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,0.9493392070484582,-0.33480176211453744,-0.2533039647577093
142,0.2687224669603524,-2.682819383259912,-0.050364498390212606,-8.930355703977133,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,0.9493392070484582,-0.33480176211453744,-0.2533039647577093
143,0.2687224669603524,4.317180616740088,0.012208506831960585,-7.213975042525538,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
145,0.2687224669603524,-1.682819383259912,0.009427762785317241,-6.747034109825111,51.04625550660793,1246.9537444933922,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
147,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
153,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-8.90299323831043,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
154,0.2687224669603524,-2.682819383259912,-0.03015817427520643,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
161,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
163,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
165,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-9.48413532839244,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
166,0.2687224669603524,-1.682819383259912,-0.04831522114743695,-7.529216049003585,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
168,0.2687224669603524,-2.682819383259912,-0.023639924622524303,-8.289420530974676,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
172,0.2687224669603524,-2.682819383259912,-0.0593714352106123,-7.469739822955402,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
174,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-8.930355703977133,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
177,-0.7312775330396476,-0.6828193832599121,-0.009685752064127993,-4.965792213866028,53.04625550660793,1590.9537444933922,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
181,0.2687224669603524,-2.682819383259912,0.021544957743442276,-6.687241026904663,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
182,0.2687224669603524,-2.682819383259912,-0.02595838123932097,-9.63076710302777,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
183,0.2687224669603524,-2.682819383259912,0.0615693961448553,-6.421656800172967,182.04625550660793,40677.953744493396,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
184,0.2687224669603524,-1.682819383259912,-0.023932934901174152,-9.250664862042228,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
187,-0.7312775330396476,-2.682819383259912,-0.00344507872578359,-9.104033087406899,10.046255506607928,-4042.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
188,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-9.717605794742653,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
191,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-9.63076710302777,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
193,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-8.90299323831043,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
194,0.2687224669603524,0.3171806167400879,0.035325276867721585,6.959061446231989,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
195,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
196,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
197,-0.7312775330396476,-0.6828193832599121,0.10441714287229259,-9.864237569377986,64.04625550660793,3625.953744493392,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,0.9493392070484582,-0.33480176211453744,-0.2533039647577093
198,0.2687224669603524,-2.682819383259912,-0.04498489049242292,-8.436052305610005,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
204,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-9.864237569377986,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
207,-0.7312775330396476,-2.682819383259912,0.016721552221895565,-9.163826170327345,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
208,0.2687224669603524,17.31718061674009,0.027566431179577376,-5.693566078583366,41.04625550660793,-353.04625550660785,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,0.9493392070484582,-0.33480176211453744,-0.2533039647577093
210,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
211,0.2687224669603524,1.317180616740088,0.01828876413352707,-4.357604514989578,126.04625550660793,19621.953744493392,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
215,0.2687224669603524,-2.682819383259912,-0.0572973449786722,-8.870562621056683,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
216,0.2687224669603524,-2.682819383259912,-0.054586302073512755,-8.669522771960215,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
218,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-9.63076710302777,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
219,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
222,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-9.39729663667756,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
223,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
225,0.2687224669603524,24.31718061674009,0.0007685158166041706,6.807361520009612,221.04625550660793,59046.953744493396,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
227,0.2687224669603524,-2.682819383259912,-0.002883521490635657,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
228,0.2687224669603524,8.317180616740089,0.3896874970053138,-9.63076710302777,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
229,-0.7312775330396476,-2.682819383259912,-0.036816461889917926,-8.696885237626917,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
232,-0.7312775330396476,-2.682819383259912,0.0429570251328892,-9.63076710302777,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
233,0.2687224669603524,2.317180616740088,0.27541607005716456,-10.097708035728198,22.046255506607928,-2842.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
234,-0.7312775330396476,5.317180616740088,0.009026736875319998,-5.373256920518268,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
235,0.2687224669603524,-2.682819383259912,-0.060283204778446155,-8.696885237626917,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
236,0.2687224669603524,6.317180616740088,0.027099213062216986,-7.941748907242876,24.046255506607928,-2614.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,0.9493392070484582,-0.33480176211453744,-0.2533039647577093
239,-0.7312775330396476,-2.682819383259912,-0.014960548850559419,-9.864237569377986,41.04625550660793,-353.04625550660785,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
240,0.2687224669603524,2.317180616740088,0.050877708921014266,3.1907865105025635,19.046255506607928,-3169.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
243,0.2687224669603524,-2.682819383259912,-0.015261058164971218,-9.864237569377986,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,0.6651982378854626,-0.2533039647577093
244,0.2687224669603524,-2.682819383259912,-0.05148887929406965,-9.63076710302777,66.04625550660793,4021.953744493392,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
246,0.2687224669603524,-0.6828193832599121,-0.004199975674061836,-8.202581839259793,111.04625550660793,15046.953744493392,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
247,0.2687224669603524,-2.682819383259912,0.19222494011391703,-6.948073958921577,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,0.7466960352422907
248,-0.7312775330396476,-1.682819383259912,0.021307373381784532,-9.63076710302777,13.046255506607928,-3769.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,0.7731277533039648,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
252,-0.7312775330396476,-2.682819383259912,-0.060283204778446155,-10.097708035728198,-33.95374449339207,-5978.046255506608,-0.28854625550660795,0.5462555066079295,-0.013215859030837005,-0.22687224669603523,-0.05066079295154185,-0.33480176211453744,-0.2533039647577093
