,Unnamed: 0,医生有无简介,总文章数,log(IST),患者满意度,欢迎词字数,字数平方,city_一线城市,city_二线城市,profession_1,profession_2,profession_3,profession_4,profession_5,T
0,-225.5,-0.7367256637168141,-2.743362831858407,-0.06984634479767372,-10.224714537424973,-33.60619469026549,-5851.115044247787,0.7101769911504425,-0.45132743362831856,-0.011061946902654867,0.7787610619469026,-0.046460176991150445,-0.334070796460177,-0.2676991150442478,0.0
1,-224.5,0.26327433628318586,-2.743362831858407,-0.045657641150900194,-10.224714537425047,-33.60619469026549,-5851.115044247787,-0.28982300884955753,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
2,-223.5,0.26327433628318586,-2.743362831858407,-0.06984634479767372,-9.752023766208419,-33.60619469026549,-5851.115044247787,-0.28982300884955753,0.5486725663716814,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
3,-222.5,0.26327433628318586,-1.743362831858407,-0.06642585167499845,-9.515678380600123,-33.60619469026549,-5851.115044247787,0.7101769911504425,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
4,-221.5,0.26327433628318586,-1.743362831858407,-0.06336166660483829,-5.741692065487886,-33.60619469026549,-5851.115044247787,-0.28982300884955753,0.5486725663716814,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,-0.334070796460177,0.7323008849557522,0.0
5,-220.5,0.26327433628318586,0.2566371681415931,0.06012922321019139,47.572486037415175,215.39380530973452,56149.88495575221,0.7101769911504425,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
6,-219.5,0.26327433628318586,-2.743362831858407,-0.06984634479767372,-9.752023766208412,-33.60619469026549,-5851.115044247787,-0.28982300884955753,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
7,-218.5,0.26327433628318586,-2.743362831858407,-0.0378158834794483,-6.293008606704282,-33.60619469026549,-5851.115044247787,0.7101769911504425,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
8,-217.5,-0.7367256637168141,-2.743362831858407,-0.06984634479767372,-9.365498619611966,-33.60619469026549,-5851.115044247787,-0.28982300884955753,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,-0.334070796460177,0.7323008849557522,0.0
9,-216.5,-0.7367256637168141,-2.743362831858407,-0.05837710945461472,-10.224714537424976,-33.60619469026549,-5851.115044247787,-0.28982300884955753,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
10,-215.5,0.26327433628318586,-2.743362831858407,-0.0299177163535918,-7.238390149137408,-33.60619469026549,-5851.115044247787,0.7101769911504425,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,-0.334070796460177,0.7323008849557522,0.0
11,-214.5,0.26327433628318586,-2.743362831858407,-0.061158534454904066,-8.555685204535207,-33.60619469026549,-5851.115044247787,-0.28982300884955753,0.5486725663716814,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,-0.334070796460177,0.7323008849557522,0.0
12,-213.5,-0.7367256637168141,0.2566371681415931,0.229000029112427,-10.224714537424976,13.39380530973451,-3642.1150442477874,0.7101769911504425,-0.45132743362831856,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,-0.334070796460177,0.7323008849557522,0.0
13,-212.5,0.26327433628318586,8.256637168141593,-0.02317029309139724,-7.088210388149252,221.39380530973452,59173.88495575221,-0.28982300884955753,0.5486725663716814,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
14,-211.5,0.26327433628318586,1.256637168141593,-0.05870062684641229,-9.279332994991845,8.39380530973451,-4087.1150442477874,-0.28982300884955753,0.5486725663716814,-0.011061946902654867,-0.22123893805309736,-0.046460176991150445,0.665929203539823,-0.2676991150442478,0.0
