,医生有无简介,总文章数,log(IST),患者满意度,profession_encoding,城市等级,欢迎词字数,字数平方,city_一线城市,city_二线城市,profession_1,profession_2,profession_3,profession_4,profession_5,T
17,1,0,0.025234971073698934,-6.988273882346736,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
18,0,0,0.02805352860372252,-10.103590051280898,2,一线城市,0.0,0.0,1,0,0,1,0,0,0,3
19,0,0,0.011279400381952681,-9.38794862987691,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
20,1,0,0.017658944473824843,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
21,0,0,0.0,-10.103590051280898,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
22,0,0,0.01570494180628592,-9.948271616303956,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
23,1,0,0.0,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
24,1,0,0.024172081718759827,-6.41423402193698,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
25,1,0,0.13069829413559914,-8.408904218017057,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
26,1,1,0.028823855843596737,-4.354089298928615,5,一线城市,42.0,1764.0,1,0,0,0,0,0,1,3
27,0,0,0.0,-10.103590051280898,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
28,1,0,0.0,-10.345688027461449,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
29,1,0,0.04939531260400114,-7.230371858527285,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
30,1,0,0.03245992681382043,-6.240674939529775,4,二线城市,95.0,9025.0,0,1,0,0,0,1,0,3
31,1,0,0.006697562156451504,-9.948271616303956,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
32,0,0,0.01180520775035285,-9.221977687762305,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
33,1,6,0.019789239464674428,-9.619394098919798,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
34,0,0,0.0,-10.345688027461449,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
35,1,1,0.014663016744273113,-9.464075663942854,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
36,0,0,0.028694928380235487,-10.345688027461449,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
37,0,0,0.04412453029242326,-10.103590051280898,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
38,1,0,0.036201716841182625,-10.103590051280898,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
39,1,0,0.04333336808758082,-5.864563542647594,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
40,1,0,0.1436261053504205,-10.345688027461449,3,二线城市,0.0,0.0,0,1,0,0,1,0,0,3
41,0,0,0.0,-10.345688027461449,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
42,1,0,0.05573069782162739,-8.661654701335262,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
43,1,0,0.0,-10.103590051280898,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
44,1,0,0.0238385841456615,-9.619394098919798,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
45,1,0,0.07998477049611884,-9.861492075100351,3,二线城市,0.0,0.0,0,1,0,0,1,0,0,3
46,0,0,0.0,-9.14585065369636,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
47,1,6,0.17238138119998275,-8.188111256111823,5,二线城市,57.0,3249.0,0,1,0,0,0,0,1,3
48,1,2,0.03891252418362446,-10.345688027461449,5,其他,106.0,11236.0,0,0,0,0,0,0,1,3
49,0,0,0.0038865335620048265,-10.103590051280898,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
50,0,0,0.0,-10.345688027461449,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
51,1,0,0.03576705859471463,-9.861492075100351,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
52,1,0,0.06065654665553395,-9.861492075100351,4,二线城市,255.0,65025.0,0,1,0,0,0,1,0,3
53,0,0,0.0,-10.345688027461449,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
54,0,0,0.11795775785499894,-10.345688027461449,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
55,1,2,0.11245770111573819,-5.471670904937645,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
56,1,14,0.08227124198853474,-1.4732829658823956,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
57,1,9,0.01935078518182705,-9.38794862987691,1,二线城市,0.0,0.0,0,1,1,0,0,0,0,3
58,1,0,0.01321158922168683,-8.264238290177767,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
59,1,3,0.0270733233538763,4.009795905309199,5,一线城市,76.0,5776.0,1,0,0,0,0,0,1,3
60,0,0,0.006698588568478228,-10.103590051280898,1,其他,97.0,9409.0,0,0,1,0,0,0,0,3
61,1,1,0.0,-8.593115807561917,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
62,0,0,0.0,-10.345688027461449,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
63,1,0,0.0,-10.345688027461449,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
64,1,0,0.012867334961620316,-9.861492075100351,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
65,1,5,0.1045298574748311,155.67983896598048,4,一线城市,255.0,65025.0,1,0,0,0,0,1,0,3
66,1,0,0.0221634808851313,-10.103590051280898,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
67,1,0,0.017806200698308784,-8.661654701335262,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
68,1,3,0.017799632553417395,-10.103590051280898,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
69,0,0,0.0,-10.345688027461449,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
70,1,0,0.0681366284523608,-10.103590051280898,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
71,1,0,0.030617488337829568,-9.377296122739251,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
72,1,0,0.0,-10.103590051280898,4,其他,48.0,2304.0,0,0,0,0,0,1,0,3
73,0,0,0.03431706670690613,-6.746175906166187,2,一线城市,79.0,6241.0,1,0,0,1,0,0,0,3
74,1,0,0.0,-10.345688027461449,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
75,1,0,0.0,-10.345688027461449,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
76,0,2,0.028581578964237218,-10.345688027461449,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
77,1,12,0.054171554553428744,-9.948271616303956,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
78,1,0,0.15895603384652085,-8.979879711581757,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
79,1,18,0.12906114052267212,71.03968745362664,4,一线城市,255.0,65025.0,1,0,0,0,0,1,0,3
80,0,4,0.1870927814668396,-7.05374840927502,2,一线城市,0.0,0.0,1,0,0,1,0,0,0,3
81,1,0,0.06261500812640336,-10.345688027461449,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
82,0,0,0.0,-10.345688027461449,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
83,0,0,0.0,-10.345688027461449,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
84,0,0,0.0,-10.103590051280898,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
85,0,0,0.2851472527938371,-10.345688027461449,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
86,1,0,0.039852695794886143,-9.38794862987691,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
87,1,8,0.00861324584372119,-8.177458748974162,3,二线城市,96.0,9216.0,0,1,0,0,1,0,0,3
88,1,0,0.004525108326473408,-8.893100170378155,4,其他,255.0,65025.0,0,0,0,0,0,1,0,3
89,1,3,0.05723850904820645,7.018486925366932,5,一线城市,37.0,1369.0,1,0,0,0,0,0,1,3
90,1,0,0.0,-9.377296122739251,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
91,1,2,0.055187402371818836,-7.2958463854555715,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
92,0,1,0.003403801629454755,-9.861492075100351,0,其他,44.0,1936.0,0,0,0,0,0,0,0,3
93,1,21,0.08787747791184217,-10.103590051280898,2,一线城市,101.0,10201.0,1,0,0,1,0,0,0,3
94,1,1,0.010824090230872222,-9.619394098919798,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
95,1,3,0.030294035638433473,-6.988273882346736,5,二线城市,37.0,1369.0,0,1,0,0,0,0,1,3
96,1,18,0.06747975962435615,65.75458252210284,4,一线城市,123.0,15129.0,1,0,0,0,0,1,0,3
97,1,0,0.18486918673654043,-9.066659252785358,2,一线城市,234.0,54756.0,1,0,0,1,0,0,0,3
98,1,0,0.009971404259164408,-4.571817893988789,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
99,1,8,0.0021786508532217522,-9.861492075100351,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
100,0,0,0.03829578159760388,-10.345688027461449,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
101,1,0,0.11216711310921944,-9.1351981465587,2,其他,222.0,49284.0,0,0,0,1,0,0,0,3
102,1,0,0.0,-9.861492075100351,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
103,1,16,0.03387424355112216,-5.8752160497852515,5,其他,54.0,2916.0,0,0,0,0,0,0,1,3
104,1,3,0.005346204524990905,-8.661654701335262,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
105,1,0,0.06572491563326038,-5.872151682940191,3,二线城市,0.0,0.0,0,1,0,0,1,0,0,3
106,1,0,0.0511799460038109,9.907026952345811,5,一线城市,87.0,7569.0,1,0,0,0,0,0,1,3
107,1,7,0.07626688188684866,62.83846319351845,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
108,1,2,0.07249277700318864,-9.619394098919798,4,一线城市,252.0,63504.0,1,0,0,0,0,1,0,3
109,1,0,0.0,-9.861492075100351,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
110,1,0,0.023604594730745096,-8.177458748974162,4,二线城市,108.0,11664.0,0,1,0,0,0,1,0,3
111,1,5,0.055619394599916626,-9.948271616303956,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
112,0,0,0.04489304187906801,-9.14585065369636,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
113,1,0,0.005920018097857299,-10.345688027461449,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
114,1,0,0.0060890162717880895,-9.619394098919798,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
115,1,1,0.057084833376418974,-8.177458748974162,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
116,1,0,0.15862419120907145,-10.345688027461449,4,其他,224.0,50176.0,0,0,0,0,0,1,0,3
117,1,7,0.027673906940441487,-10.103590051280898,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
118,0,0,0.0,-10.103590051280898,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
119,1,0,0.28521507361491005,-9.14585065369636,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
120,1,0,0.026926538045053138,-8.903752677515811,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
121,0,0,0.0,-10.345688027461449,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
122,1,0,0.0,-10.103590051280898,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
123,1,24,0.05305662938917968,105.58509414656069,4,一线城市,239.0,57121.0,1,0,0,0,0,1,0,3
124,1,2,0.020680099311696783,-8.032792821134873,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
125,1,0,0.010796911746032598,-10.345688027461449,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
126,1,0,0.0,-8.408904218017057,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
127,1,0,0.0,-9.38794862987691,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
128,0,0,0.05777306129195346,-8.098267348063164,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
129,1,7,0.07574285981230043,92.92584640593685,4,二线城市,219.0,47961.0,0,1,0,0,0,1,0,3
130,1,40,0.029958857524814798,-2.836026914917033,5,二线城市,255.0,65025.0,0,1,0,0,0,0,1,3
131,1,0,0.006746647622680462,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
132,0,0,0.0,-10.345688027461449,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
133,1,1,0.016399095407188192,-9.619394098919798,2,一线城市,0.0,0.0,1,0,0,1,0,0,0,3
134,1,9,0.11827610015310709,198.85730325819569,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
135,1,8,0.10347618416213855,-5.0879713677628615,5,一线城市,62.0,3844.0,1,0,0,0,0,0,1,3
136,1,0,0.019176983446717064,-6.9669688680714215,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
137,1,0,0.016650558570176464,-9.14585065369636,3,二线城市,0.0,0.0,0,1,0,0,1,0,0,3
138,1,4,0.06987506277931467,-10.345688027461449,4,其他,255.0,65025.0,0,0,0,0,0,1,0,3
139,0,0,0.0,-10.345688027461449,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
140,1,4,0.0584992845042462,22.097446050974124,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
141,1,0,0.012622781253962018,-9.1351981465587,3,二线城市,0.0,0.0,0,1,0,0,1,0,0,3
142,1,7,0.05930105574464255,-7.472469834707833,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
143,1,5,0.022362977211071822,-8.903752677515811,2,其他,63.0,3969.0,0,0,0,1,0,0,0,3
144,1,1,0.05808522468776068,-6.988273882346736,4,二线城市,85.0,7225.0,0,1,0,0,0,1,0,3
145,1,0,0.0,-9.14585065369636,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
146,0,0,0.0,-10.345688027461449,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
147,1,5,0.012008102307984951,-7.230371858527285,5,一线城市,79.0,6241.0,1,0,0,0,0,0,1,3
148,1,1,0.06771165831895701,-9.38794862987691,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
149,0,0,0.0,-10.345688027461449,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
150,1,2,0.6931471805599453,-9.14585065369636,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
151,0,0,0.0,-10.345688027461449,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
152,1,0,0.006626737182231805,-8.903752677515811,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
153,1,0,0.02521090786165488,-10.345688027461449,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
154,1,40,0.05406192034348389,-0.6023231095014637,5,其他,65.0,4225.0,0,0,0,0,0,0,1,3
155,1,0,0.016292715707683175,-9.38794862987691,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
156,0,0,0.21226627653005167,-10.103590051280898,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
157,1,17,0.012829290534005243,-8.903752677515811,2,一线城市,255.0,65025.0,1,0,0,1,0,0,0,3
158,1,11,0.02104583915973664,-8.651002194197604,5,一线城市,226.0,51076.0,1,0,0,0,0,0,1,3
159,1,0,0.0059659212886884775,-9.377296122739251,2,一线城市,0.0,0.0,1,0,0,1,0,0,0,3
160,0,0,0.0,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
161,1,0,0.06017596091647605,-10.345688027461449,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
162,0,0,0.0,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
163,1,0,0.0,-9.861492075100351,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
164,1,0,0.0,-9.706173640123403,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
165,1,1,0.00970687876083988,-7.711503444043324,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
166,0,0,0.0,-10.103590051280898,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
167,1,0,0.029933904881008628,-8.506336266358316,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
168,0,0,0.0,-10.345688027461449,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
169,1,3,0.09666056645630342,-9.1351981465587,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
170,1,5,0.03239025591522655,-10.345688027461449,2,其他,76.0,5776.0,0,0,0,1,0,0,0,3
171,1,0,0.0008066168362747575,-7.614071395702065,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
172,1,0,0.0,-9.38794862987691,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
173,1,0,0.0,-9.1351981465587,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
174,1,3,0.13151357536079786,-3.8668289797224573,4,一线城市,102.0,10404.0,1,0,0,0,0,1,0,3
175,1,3,0.14615425640669436,-9.619394098919798,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
176,0,2,0.04273955627144267,-5.167162768673857,4,二线城市,87.0,7569.0,0,1,0,0,0,1,0,3
177,0,0,0.1060761732125292,-10.345688027461449,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
178,0,0,0.0,-10.345688027461449,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
179,1,0,0.010496696685875696,-9.861492075100351,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
180,1,0,0.07007314229281932,-6.919734988573391,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
181,1,0,0.02825705334083571,-9.861492075100351,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
182,1,0,0.09914357025370218,-6.569552456913925,4,二线城市,216.0,46656.0,0,1,0,0,0,1,0,3
183,1,1,0.03108909602603152,-9.464075663942854,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
184,0,0,0.020864057459296224,-10.345688027461449,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
185,1,8,0.0970227749855045,138.7008684330696,5,一线城市,255.0,65025.0,1,0,0,0,0,0,1,3
186,0,0,0.04665799169255138,-9.30875722896591,0,二线城市,44.0,1936.0,0,1,0,0,0,0,0,3
187,0,0,0.0,-9.948271616303956,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
188,1,5,0.06884651570364346,-6.1035971519830845,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
189,1,0,0.0,-10.345688027461449,0,其他,0.0,0.0,0,0,0,0,0,0,0,3
190,1,0,0.0,-9.861492075100351,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
191,1,1,0.0,-10.103590051280898,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
192,1,0,0.0,-9.14585065369636,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
193,1,3,0.07967381339758321,7.173805360343882,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
194,0,0,0.0,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
195,0,0,0.0,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
196,0,2,0.12309103079833199,-10.103590051280898,3,二线城市,98.0,9604.0,0,1,0,0,1,0,0,3
197,1,0,0.013142183950151634,-8.661654701335262,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
198,0,2,0.06565729660838293,-4.191182723659066,2,一线城市,142.0,20164.0,1,0,0,1,0,0,0,3
199,1,5,0.005930761458146539,-8.506336266358316,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
200,1,0,0.0,-10.103590051280898,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
201,1,0,0.0,-10.103590051280898,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
202,1,5,0.13961296284770927,-7.0613365495676215,5,一线城市,240.0,57600.0,1,0,0,0,0,0,1,3
203,1,0,0.0,-10.103590051280898,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
204,1,6,0.06137919331549715,-7.461817327570177,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
205,1,0,0.0,-10.103590051280898,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
206,0,0,0.06231853355066664,-9.377296122739251,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
207,1,21,0.07037463524045998,-5.398608237716755,3,二线城市,75.0,5625.0,0,1,0,0,1,0,0,3
208,1,49,0.03902581936111838,-5.293588049082889,5,一线城市,219.0,47961.0,1,0,0,0,0,0,1,3
209,0,0,0.032156375698967114,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
210,1,4,0.0627982051153148,-4.588599134816564,5,二线城市,160.0,25600.0,0,1,0,0,0,0,1,3
211,1,26,0.13177899009845812,-7.1511804576162845,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
212,1,0,0.0,-10.345688027461449,3,其他,0.0,0.0,0,0,0,0,1,0,0,3
213,0,0,0.0,-9.861492075100351,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
214,1,0,0.002490043533748147,-9.066659252785358,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
215,1,0,0.004787807855273552,-8.903752677515811,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
216,1,0,0.07215278902247205,-4.498755226767903,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
217,1,0,0.0,-9.861492075100351,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
218,0,0,0.0,-10.345688027461449,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
219,1,13,0.1176426644743721,464.75254452134766,2,一线城市,255.0,65025.0,1,0,0,1,0,0,0,3
220,1,0,0.002940012003843043,-9.1351981465587,5,一线城市,0.0,0.0,1,0,0,0,0,0,1,3
221,0,0,0.03699051442173206,-9.619394098919798,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
222,0,0,0.0,-10.345688027461449,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
223,1,0,0.013368198284909207,-9.619394098919798,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
224,1,27,0.050162098102442,6.686545041137721,5,二线城市,255.0,65025.0,0,1,0,0,0,0,1,3
225,0,4,0.2183979615731304,-10.345688027461449,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
226,1,0,0.04514662166107684,-10.345688027461449,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
227,1,13,0.28476295458210993,-9.619394098919798,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
228,0,0,0.01888667016934018,-8.893100170378155,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
229,1,4,0.10281547677661122,-5.314893063358209,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
230,1,7,0.03461015735396601,-10.345688027461449,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
231,0,0,0.07460960085582535,-9.861492075100351,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
232,1,5,0.2361875758693231,-10.345688027461449,4,二线城市,56.0,3136.0,0,1,0,0,0,1,0,3
233,0,8,0.06499634743902866,-5.311828696513154,2,二线城市,0.0,0.0,0,1,0,1,0,0,0,3
234,1,0,0.0,-8.893100170378155,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
235,1,9,0.06706621933086152,-8.188111256111823,3,二线城市,58.0,3364.0,0,1,0,0,1,0,0,3
236,1,0,0.0,-10.103590051280898,3,一线城市,0.0,0.0,1,0,0,0,1,0,0,3
237,1,1,0.12542559787576799,-8.990532218719412,4,其他,0.0,0.0,0,0,0,0,0,1,0,3
238,0,1,0.08555074001847497,-10.103590051280898,2,二线城市,75.0,5625.0,0,1,0,1,0,0,0,3
239,1,5,0.0943660901012523,3.492037471292542,5,二线城市,53.0,2809.0,0,1,0,0,0,0,1,3
240,1,0,0.037302849477262846,-9.861492075100351,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
241,1,0,0.014445682504804542,-9.861492075100351,2,其他,0.0,0.0,0,0,0,1,0,0,0,3
242,1,0,0.03841072596538769,-10.103590051280898,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
243,1,0,0.0075122018149089195,-9.861492075100351,5,二线城市,100.0,10000.0,0,1,0,0,0,0,1,3
244,1,0,0.03095274045433101,-10.345688027461449,0,一线城市,0.0,0.0,1,0,0,0,0,0,0,3
245,1,2,0.04524393413181647,-8.419556725154715,5,二线城市,145.0,21025.0,0,1,0,0,0,0,1,3
246,1,0,0.14866194018325277,-7.1511804576162845,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
247,0,1,0.06056918980850794,-9.619394098919798,2,二线城市,47.0,2209.0,0,1,0,1,0,0,0,3
248,0,0,0.023434202692093783,-10.103590051280898,2,一线城市,0.0,0.0,1,0,0,1,0,0,0,3
249,1,0,0.0036087166685815483,-9.377296122739251,5,其他,0.0,0.0,0,0,0,0,0,0,1,3
250,1,0,0.2422571954490576,-10.103590051280898,2,一线城市,0.0,0.0,1,0,0,1,0,0,0,3
251,0,0,0.0,-10.345688027461449,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
252,1,2,0.0,-10.345688027461449,4,一线城市,0.0,0.0,1,0,0,0,0,1,0,3
253,1,1,0.03787654679472969,-9.619394098919798,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
254,1,0,0.1348923611845251,36.67192695562709,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
255,1,0,0.007109672433382537,-9.706173640123403,5,二线城市,0.0,0.0,0,1,0,0,0,0,1,3
256,0,0,0.0530335146531338,-9.706173640123403,0,二线城市,0.0,0.0,0,1,0,0,0,0,0,3
257,1,0,0.019876954926261178,-9.377296122739251,4,二线城市,0.0,0.0,0,1,0,0,0,1,0,3
